product_sku,product_category,product_variant,currency,price_amount,product_features
mu,domain,transfer,USD,150,provider=openprovider
museum,domain,create,USD,122.41,provider=openprovider
museum,domain,renew,USD,122.41,provider=openprovider
museum,domain,transfer,USD,122.41,provider=openprovider
music,domain,create,USD,45,provider=openprovider
music,domain,renew,USD,63,provider=openprovider
music,domain,transfer,USD,45,provider=openprovider
mx,domain,create,USD,48.98,provider=openprovider
mx,domain,renew,USD,60.98,provider=openprovider
mx,domain,transfer,USD,48.98,provider=openprovider
na.it,domain,create,USD,19.56,provider=openprovider
na.it,domain,renew,USD,19.56,provider=openprovider
na.it,domain,transfer,USD,19.56,provider=openprovider
nagoya,domain,create,USD,19.84,provider=openprovider
nagoya,domain,renew,USD,19.84,provider=openprovider
nagoya,domain,transfer,USD,13.42,provider=openprovider
naklo.pl,domain,create,USD,14.2,provider=openprovider
naklo.pl,domain,renew,USD,34.08,provider=openprovider
naklo.pl,domain,transfer,USD,0,provider=openprovider
name,domain,create,USD,20,provider=openprovider
name,domain,renew,USD,20,provider=openprovider
name,domain,transfer,USD,20,provider=openprovider
name.bh,domain,create,USD,330,provider=openprovider
name.bh,domain,renew,USD,330,provider=openprovider
name.bh,domain,transfer,USD,330,provider=openprovider
name.ng,domain,create,NGN,400,provider=nira
name.ng,domain,create,USD,0.3,provider=nira
name.ng,domain,renew,NGN,400,provider=nira
name.ng,domain,renew,USD,0.3,provider=nira
name.ng,domain,transfer,NGN,400,provider=nira
name.ng,domain,transfer,USD,0.3,provider=nira
name.vn,domain,create,USD,145,provider=openprovider
name.vn,domain,renew,USD,145,provider=openprovider
name.vn,domain,transfer,USD,0,provider=openprovider
naples.it,domain,create,USD,19.56,provider=openprovider
naples.it,domain,renew,USD,19.56,provider=openprovider
naples.it,domain,transfer,USD,19.56,provider=openprovider
napoli.it,domain,create,USD,19.56,provider=openprovider
napoli.it,domain,renew,USD,19.56,provider=openprovider
napoli.it,domain,transfer,USD,19.56,provider=openprovider
navy,domain,create,USD,47,provider=openprovider
navy,domain,renew,USD,47,provider=openprovider
navy,domain,transfer,USD,47,provider=openprovider
ne.ke,domain,create,USD,174.16,provider=openprovider
ne.ke,domain,renew,USD,174.16,provider=openprovider
ne.ke,domain,transfer,USD,174.16,provider=openprovider
ne.kr,domain,create,USD,60,provider=openprovider
ne.kr,domain,renew,USD,72,provider=openprovider
ne.kr,domain,transfer,USD,60,provider=openprovider
ne.tz,domain,create,USD,73.59,provider=openprovider
ne.tz,domain,renew,USD,91.99,provider=openprovider
ne.tz,domain,transfer,USD,0,provider=openprovider
net,domain,create,USD,15.53,provider=openprovider
net,domain,renew,USD,19.99,provider=openprovider
net,domain,transfer,USD,19.99,provider=openprovider
net.af,domain,create,USD,66.8,provider=openprovider
net.af,domain,renew,USD,66.8,provider=openprovider
net.af,domain,transfer,USD,66.8,provider=openprovider
net.ag,domain,create,USD,100,provider=openprovider
net.ag,domain,renew,USD,100,provider=openprovider
net.ag,domain,transfer,USD,100,provider=openprovider
net.ai,domain,create,USD,109,provider=openprovider
net.ai,domain,renew,USD,134,provider=openprovider
net.ai,domain,transfer,USD,109,provider=openprovider
net.al,domain,create,USD,79,provider=openprovider
net.al,domain,renew,USD,75,provider=openprovider
net.al,domain,transfer,USD,75,provider=openprovider
net.ar,domain,create,USD,116,provider=openprovider
net.ar,domain,renew,USD,84,provider=openprovider
net.ar,domain,transfer,USD,0,provider=openprovider
net.au,domain,create,USD,14.91,provider=openprovider
net.au,domain,renew,USD,14.91,provider=openprovider
net.au,domain,transfer,USD,0,provider=openprovider
net.bd,domain,create,USD,235,provider=openprovider
net.bd,domain,renew,USD,85,provider=openprovider
net.bd,domain,transfer,USD,126,provider=openprovider
net.bh,domain,create,USD,330,provider=openprovider
net.bh,domain,renew,USD,330,provider=openprovider
net.bh,domain,transfer,USD,330,provider=openprovider
net.bj,domain,create,USD,40.47,provider=openprovider
net.bj,domain,renew,USD,53.97,provider=openprovider
net.bj,domain,transfer,USD,53.97,provider=openprovider
net.bo,domain,create,USD,136,provider=openprovider
net.bo,domain,renew,USD,220,provider=openprovider
net.bo,domain,transfer,USD,50,provider=openprovider
net.br,domain,create,USD,42.25,provider=openprovider
net.br,domain,renew,USD,42.25,provider=openprovider
net.br,domain,transfer,USD,0,provider=openprovider
net.bw,domain,create,USD,123.88,provider=openprovider
net.bw,domain,renew,USD,183.98,provider=openprovider
net.bw,domain,transfer,USD,0,provider=openprovider
net.bz,domain,create,USD,70,provider=openprovider
net.bz,domain,renew,USD,70,provider=openprovider
net.bz,domain,transfer,USD,70,provider=openprovider
net.cm,domain,create,USD,161.5,provider=openprovider
net.cm,domain,renew,USD,161.5,provider=openprovider
net.cm,domain,transfer,USD,99,provider=openprovider
net.cn,domain,create,USD,33.26,provider=openprovider
net.cn,domain,renew,USD,33.26,provider=openprovider
net.cn,domain,transfer,USD,33.26,provider=openprovider
net.co,domain,create,USD,19.8,provider=openprovider
net.co,domain,renew,USD,19.8,provider=openprovider
net.co,domain,transfer,USD,19.8,provider=openprovider
net.ec,domain,create,USD,39.95,provider=openprovider
net.ec,domain,renew,USD,49.95,provider=openprovider
net.ec,domain,transfer,USD,49.95,provider=openprovider
net.ge,domain,create,USD,147.18,provider=openprovider
net.ge,domain,renew,USD,147.18,provider=openprovider
net.ge,domain,transfer,USD,147.18,provider=openprovider
net.gg,domain,create,USD,305.4,provider=openprovider
net.gg,domain,renew,USD,202.37,provider=openprovider
net.gg,domain,transfer,USD,202.37,provider=openprovider
net.gl,domain,create,USD,91.88,provider=openprovider
net.gl,domain,renew,USD,91.88,provider=openprovider
net.gl,domain,transfer,USD,91.88,provider=openprovider
net.gr,domain,create,USD,14.09,provider=openprovider
net.gr,domain,renew,USD,15.32,provider=openprovider
net.gr,domain,transfer,USD,0,provider=openprovider
net.gt,domain,create,USD,100.57,provider=openprovider
net.gt,domain,renew,USD,100.57,provider=openprovider
net.gt,domain,transfer,USD,0,provider=openprovider
net.gy,domain,create,USD,151,provider=openprovider
net.gy,domain,renew,USD,151,provider=openprovider
net.gy,domain,transfer,USD,151,provider=openprovider
net.hk,domain,create,USD,53.55,provider=openprovider
net.hk,domain,renew,USD,53.55,provider=openprovider
net.hk,domain,transfer,USD,0,provider=openprovider
net.hn,domain,create,USD,122,provider=openprovider
net.hn,domain,renew,USD,87,provider=openprovider
net.hn,domain,transfer,USD,122,provider=openprovider
net.ht,domain,create,USD,57,provider=openprovider
net.ht,domain,renew,USD,57,provider=openprovider
net.ht,domain,transfer,USD,57,provider=openprovider
net.im,domain,create,USD,42.92,provider=openprovider
net.im,domain,renew,USD,54.37,provider=openprovider
net.im,domain,transfer,USD,0,provider=openprovider
net.in,domain,create,USD,7.67,provider=openprovider
net.in,domain,renew,USD,10.96,provider=openprovider
net.in,domain,transfer,USD,7.67,provider=openprovider
net.je,domain,create,USD,233.04,provider=openprovider
net.je,domain,renew,USD,233.04,provider=openprovider
net.je,domain,transfer,USD,233.04,provider=openprovider
net.ki,domain,create,USD,166.39,provider=openprovider
net.ki,domain,renew,USD,255.18,provider=openprovider
net.ki,domain,transfer,USD,83.57,provider=openprovider
net.ky,domain,create,USD,97.83,provider=openprovider
net.ky,domain,renew,USD,97.83,provider=openprovider
net.ky,domain,transfer,USD,97.83,provider=openprovider
net.lc,domain,create,USD,29,provider=openprovider
net.lc,domain,renew,USD,29,provider=openprovider
net.lc,domain,transfer,USD,29,provider=openprovider
net.lv,domain,create,USD,28.15,provider=openprovider
net.lv,domain,renew,USD,28.15,provider=openprovider
net.lv,domain,transfer,USD,14.72,provider=openprovider
net.ma,domain,create,USD,116,provider=openprovider
net.ma,domain,renew,USD,180,provider=openprovider
net.ma,domain,transfer,USD,141,provider=openprovider
net.mg,domain,create,USD,154.54,provider=openprovider
net.mg,domain,renew,USD,244.69,provider=openprovider
net.mg,domain,transfer,USD,244.69,provider=openprovider
net.mk,domain,create,USD,51,provider=openprovider
net.mk,domain,renew,USD,51,provider=openprovider
net.mk,domain,transfer,USD,0,provider=openprovider
net.mt,domain,create,USD,79.72,provider=openprovider
net.mt,domain,renew,USD,61.31,provider=openprovider
net.mt,domain,transfer,USD,61.31,provider=openprovider
net.mu,domain,create,USD,109,provider=openprovider
net.mu,domain,renew,USD,109,provider=openprovider
net.mu,domain,transfer,USD,62,provider=openprovider
net.mx,domain,create,USD,15.98,provider=openprovider
net.mx,domain,renew,USD,37.98,provider=openprovider
net.mx,domain,transfer,USD,35.98,provider=openprovider
net.mz,domain,create,USD,355.69,provider=openprovider
net.mz,domain,renew,USD,304.17,provider=openprovider
net.mz,domain,transfer,USD,0,provider=openprovider
net.nf,domain,create,USD,88,provider=openprovider
net.nf,domain,renew,USD,123.5,provider=openprovider
net.nf,domain,transfer,USD,0,provider=openprovider
net.ng,domain,create,NGN,6000,provider=nira
net.ng,domain,create,USD,4.44,provider=nira
net.ng,domain,renew,NGN,6000,provider=nira
net.ng,domain,renew,USD,4.44,provider=nira
net.ng,domain,transfer,NGN,6000,provider=nira
net.ng,domain,transfer,USD,4.44,provider=nira
net.nz,domain,create,USD,27.36,provider=openprovider
net.nz,domain,renew,USD,27.36,provider=openprovider
net.nz,domain,transfer,USD,0,provider=openprovider
net.om,domain,create,USD,225.68,provider=openprovider
net.om,domain,renew,USD,181.52,provider=openprovider
net.om,domain,transfer,USD,181.52,provider=openprovider
net.pe,domain,create,USD,110,provider=openprovider
net.pe,domain,renew,USD,110,provider=openprovider
net.pe,domain,transfer,USD,110,provider=openprovider
net.ph,domain,create,USD,99.98,provider=openprovider
net.ph,domain,renew,USD,99.98,provider=openprovider
net.ph,domain,transfer,USD,29.98,provider=openprovider
net.pk,domain,create,USD,56,provider=openprovider
net.pk,domain,renew,USD,56,provider=openprovider
net.pk,domain,transfer,USD,56,provider=openprovider
net.pl,domain,create,USD,34.08,provider=openprovider
net.pl,domain,renew,USD,42.6,provider=openprovider
net.pl,domain,transfer,USD,0,provider=openprovider
net.pn,domain,create,USD,153.31,provider=openprovider
net.pn,domain,renew,USD,153.31,provider=openprovider
net.pn,domain,transfer,USD,242.85,provider=openprovider
net.ps,domain,create,USD,70,provider=openprovider
net.ps,domain,renew,USD,70,provider=openprovider
net.ps,domain,transfer,USD,65,provider=openprovider
net.rw,domain,create,USD,313.99,provider=openprovider
net.rw,domain,renew,USD,313.99,provider=openprovider
net.rw,domain,transfer,USD,58.87,provider=openprovider
net.sb,domain,create,USD,119.04,provider=openprovider
net.sb,domain,renew,USD,119.04,provider=openprovider
net.sb,domain,transfer,USD,119.04,provider=openprovider
net.sc,domain,create,USD,85,provider=openprovider
net.sc,domain,renew,USD,160,provider=openprovider
net.sc,domain,transfer,USD,160,provider=openprovider
net.sg,domain,create,USD,177.84,provider=openprovider
net.sg,domain,renew,USD,183.98,provider=openprovider
net.sg,domain,transfer,USD,0,provider=openprovider
net.so,domain,create,USD,80,provider=openprovider
net.so,domain,renew,USD,80,provider=openprovider
net.so,domain,transfer,USD,0,provider=openprovider
net.ss,domain,create,USD,183.98,provider=openprovider
net.ss,domain,renew,USD,183.98,provider=openprovider
net.ss,domain,transfer,USD,183.98,provider=openprovider
net.tt,domain,create,USD,78.66,provider=openprovider
net.tt,domain,renew,USD,78.66,provider=openprovider
net.tt,domain,transfer,USD,78.66,provider=openprovider
net.tw,domain,create,USD,63.78,provider=openprovider
net.tw,domain,renew,USD,47.83,provider=openprovider
net.tw,domain,transfer,USD,63.78,provider=openprovider
net.vc,domain,create,USD,51,provider=openprovider
net.vc,domain,renew,USD,51,provider=openprovider
net.vc,domain,transfer,USD,51,provider=openprovider
net.vn,domain,create,USD,145,provider=openprovider
net.vn,domain,renew,USD,145,provider=openprovider
net.vn,domain,transfer,USD,0,provider=openprovider
net.vu,domain,create,USD,97,provider=openprovider
net.vu,domain,renew,USD,142,provider=openprovider
net.vu,domain,transfer,USD,135,provider=openprovider
net.za,domain,create,USD,7.14,provider=openprovider
net.za,domain,renew,USD,13.63,provider=openprovider
net.za,domain,transfer,USD,0,provider=openprovider
network,domain,create,USD,40,provider=openprovider
network,domain,renew,USD,40,provider=openprovider
network,domain,transfer,USD,40,provider=openprovider
new,domain,create,USD,800.36,provider=openprovider
new,domain,renew,USD,800.36,provider=openprovider
new,domain,transfer,USD,800.36,provider=openprovider
news,domain,create,USD,38,provider=openprovider
news,domain,renew,USD,38,provider=openprovider
news,domain,transfer,USD,38,provider=openprovider
nexus,domain,create,USD,12,provider=openprovider
nexus,domain,renew,USD,17,provider=openprovider
nexus,domain,transfer,USD,12,provider=openprovider
nf,domain,create,USD,240,provider=openprovider
nf,domain,renew,USD,240,provider=openprovider
nf,domain,transfer,USD,137,provider=openprovider
ng,domain,create,NGN,13000,provider=nira
ng,domain,create,USD,9.63,provider=nira
ng,domain,renew,NGN,13000,provider=nira
ng,domain,renew,USD,9.63,provider=nira
ng,domain,transfer,NGN,13000,provider=nira
ng,domain,transfer,USD,9.63,provider=nira
ngo,domain,create,USD,30,provider=openprovider
ngo,domain,renew,USD,30,provider=openprovider
ngo,domain,transfer,USD,30,provider=openprovider
nieruchomosci.pl,domain,create,USD,34.08,provider=openprovider
nieruchomosci.pl,domain,renew,USD,42.6,provider=openprovider
nieruchomosci.pl,domain,transfer,USD,0,provider=openprovider
ninja,domain,create,USD,31,provider=openprovider
ninja,domain,renew,USD,31,provider=openprovider
ninja,domain,transfer,USD,31,provider=openprovider
nl,domain,create,USD,14.71,provider=openprovider
nl,domain,renew,USD,14.71,provider=openprovider
nl,domain,transfer,USD,0,provider=openprovider
nl.pr,domain,create,USD,294,provider=openprovider
nl.pr,domain,renew,USD,294,provider=openprovider
nl.pr,domain,transfer,USD,294,provider=openprovider
nlm,domain,create,USD,2.07,provider=openprovider
nlm,domain,renew,USD,2.07,provider=openprovider
nlm,domain,transfer,USD,2.07,provider=openprovider
nm.cn,domain,create,USD,33.26,provider=openprovider
nm.cn,domain,renew,USD,33.26,provider=openprovider
nm.cn,domain,transfer,USD,33.26,provider=openprovider
no,domain,create,USD,30.37,provider=openprovider
no,domain,renew,USD,30.37,provider=openprovider
no,domain,transfer,USD,28.01,provider=openprovider
no.com,domain,create,USD,56.42,provider=openprovider
no.com,domain,renew,USD,56.42,provider=openprovider
no.com,domain,transfer,USD,56.42,provider=openprovider
no.it,domain,create,USD,19.56,provider=openprovider
no.it,domain,renew,USD,19.56,provider=openprovider
no.it,domain,transfer,USD,19.56,provider=openprovider
nom.ag,domain,create,USD,100,provider=openprovider
nom.ag,domain,renew,USD,100,provider=openprovider
nom.ag,domain,transfer,USD,100,provider=openprovider
nom.co,domain,create,USD,19.8,provider=openprovider
nom.co,domain,renew,USD,19.8,provider=openprovider
nom.co,domain,transfer,USD,19.8,provider=openprovider
nom.es,domain,create,USD,4.84,provider=openprovider
nom.es,domain,renew,USD,4.84,provider=openprovider
nom.es,domain,transfer,USD,0,provider=openprovider
nom.fr,domain,create,USD,61.33,provider=openprovider
nom.fr,domain,renew,USD,61.33,provider=openprovider
nom.fr,domain,transfer,USD,61.33,provider=openprovider
nom.mu,domain,create,USD,109,provider=openprovider
nom.mu,domain,renew,USD,109,provider=openprovider
nom.mu,domain,transfer,USD,62,provider=openprovider
nom.pe,domain,create,USD,104.25,provider=openprovider
nom.pe,domain,renew,USD,144.73,provider=openprovider
nom.pe,domain,transfer,USD,242.85,provider=openprovider
nom.pl,domain,create,USD,34.08,provider=openprovider
nom.pl,domain,renew,USD,42.6,provider=openprovider
nom.pl,domain,transfer,USD,0,provider=openprovider
nom.ro,domain,create,USD,18.37,provider=openprovider
nom.ro,domain,renew,USD,18.37,provider=openprovider
nom.ro,domain,transfer,USD,18.37,provider=openprovider
novara.it,domain,create,USD,19.56,provider=openprovider
novara.it,domain,renew,USD,19.56,provider=openprovider
novara.it,domain,transfer,USD,19.56,provider=openprovider
nowaruda.pl,domain,create,USD,14.2,provider=openprovider
nowaruda.pl,domain,renew,USD,34.08,provider=openprovider
nowaruda.pl,domain,transfer,USD,0,provider=openprovider
nowruz,domain,create,USD,40,provider=openprovider
nowruz,domain,renew,USD,40,provider=openprovider
nowruz,domain,transfer,USD,40,provider=openprovider
nrw,domain,create,USD,85.84,provider=openprovider
nrw,domain,renew,USD,85.84,provider=openprovider
nrw,domain,transfer,USD,85.84,provider=openprovider
nt.ro,domain,create,USD,18.37,provider=openprovider
nt.ro,domain,renew,USD,18.37,provider=openprovider
nt.ro,domain,transfer,USD,18.37,provider=openprovider
nu,domain,create,USD,23.27,provider=openprovider
nu,domain,renew,USD,37.43,provider=openprovider
nu,domain,transfer,USD,0,provider=openprovider
nu.it,domain,create,USD,19.56,provider=openprovider
nu.it,domain,renew,USD,19.56,provider=openprovider
nu.it,domain,transfer,USD,19.56,provider=openprovider
nuoro.it,domain,create,USD,19.56,provider=openprovider
nuoro.it,domain,renew,USD,19.56,provider=openprovider
nuoro.it,domain,transfer,USD,19.56,provider=openprovider
nx.cn,domain,create,USD,33.26,provider=openprovider
nx.cn,domain,renew,USD,33.26,provider=openprovider
nx.cn,domain,transfer,USD,33.26,provider=openprovider
nyc,domain,create,USD,45.98,provider=openprovider
nyc,domain,renew,USD,45.98,provider=openprovider
nyc,domain,transfer,USD,45.98,provider=openprovider
nysa.pl,domain,create,USD,14.2,provider=openprovider
nysa.pl,domain,renew,USD,34.08,provider=openprovider
nysa.pl,domain,transfer,USD,0,provider=openprovider
nz,domain,create,USD,27.36,provider=openprovider
nz,domain,renew,USD,27.36,provider=openprovider
nz,domain,transfer,USD,0,provider=openprovider
observer,domain,create,USD,23,provider=openprovider
observer,domain,renew,USD,23,provider=openprovider
observer,domain,transfer,USD,23,provider=openprovider
off.ai,domain,create,USD,109,provider=openprovider
off.ai,domain,renew,USD,134,provider=openprovider
off.ai,domain,transfer,USD,109,provider=openprovider
og.it,domain,create,USD,19.56,provider=openprovider
og.it,domain,renew,USD,19.56,provider=openprovider
og.it,domain,transfer,USD,19.56,provider=openprovider
ogliastra.it,domain,create,USD,19.56,provider=openprovider
ogliastra.it,domain,renew,USD,19.56,provider=openprovider
ogliastra.it,domain,transfer,USD,19.56,provider=openprovider
okinawa,domain,create,USD,13.42,provider=openprovider
okinawa,domain,renew,USD,13.42,provider=openprovider
okinawa,domain,transfer,USD,13.42,provider=openprovider
olawa.pl,domain,create,USD,14.2,provider=openprovider
olawa.pl,domain,renew,USD,34.08,provider=openprovider
olawa.pl,domain,transfer,USD,0,provider=openprovider
olbia-tempio.it,domain,create,USD,19.56,provider=openprovider
olbia-tempio.it,domain,renew,USD,19.56,provider=openprovider
olbia-tempio.it,domain,transfer,USD,19.56,provider=openprovider
olbiatempio.it,domain,create,USD,19.56,provider=openprovider
olbiatempio.it,domain,renew,USD,19.56,provider=openprovider
olbiatempio.it,domain,transfer,USD,19.56,provider=openprovider
olecko.pl,domain,create,USD,14.2,provider=openprovider
olecko.pl,domain,renew,USD,34.08,provider=openprovider
olecko.pl,domain,transfer,USD,0,provider=openprovider
olkusz.pl,domain,create,USD,14.2,provider=openprovider
olkusz.pl,domain,renew,USD,34.08,provider=openprovider
olkusz.pl,domain,transfer,USD,0,provider=openprovider
olsztyn.pl,domain,create,USD,14.2,provider=openprovider
olsztyn.pl,domain,renew,USD,34.08,provider=openprovider
olsztyn.pl,domain,transfer,USD,0,provider=openprovider
one,domain,create,USD,35.99,provider=openprovider
one,domain,renew,USD,35.99,provider=openprovider
one,domain,transfer,USD,35.99,provider=openprovider
ong,domain,create,USD,30,provider=openprovider
ong,domain,renew,USD,30,provider=openprovider
ong,domain,transfer,USD,30,provider=openprovider
onl,domain,create,USD,29.98,provider=openprovider
onl,domain,renew,USD,29.98,provider=openprovider
onl,domain,transfer,USD,29.98,provider=openprovider
online,domain,create,USD,29.98,provider=openprovider
online,domain,renew,USD,29.98,provider=openprovider
online,domain,transfer,USD,29.98,provider=openprovider
ooo,domain,create,USD,40.34,provider=openprovider
ooo,domain,renew,USD,40.34,provider=openprovider
ooo,domain,transfer,USD,40.34,provider=openprovider
opoczno.pl,domain,create,USD,14.2,provider=openprovider
opoczno.pl,domain,renew,USD,34.08,provider=openprovider
opoczno.pl,domain,transfer,USD,0,provider=openprovider
opole.pl,domain,create,USD,14.2,provider=openprovider
opole.pl,domain,renew,USD,34.08,provider=openprovider
opole.pl,domain,transfer,USD,0,provider=openprovider
or.at,domain,create,USD,23.3,provider=openprovider
or.at,domain,renew,USD,20.79,provider=openprovider
or.at,domain,transfer,USD,0,provider=openprovider
or.bi,domain,create,USD,95.67,provider=openprovider
or.bi,domain,renew,USD,127.56,provider=openprovider
or.bi,domain,transfer,USD,95.67,provider=openprovider
or.it,domain,create,USD,19.56,provider=openprovider
or.it,domain,renew,USD,19.56,provider=openprovider
or.it,domain,transfer,USD,19.56,provider=openprovider
or.ke,domain,create,USD,136,provider=openprovider
or.ke,domain,renew,USD,136,provider=openprovider
or.ke,domain,transfer,USD,43,provider=openprovider
or.kr,domain,create,USD,60,provider=openprovider
or.kr,domain,renew,USD,72,provider=openprovider
or.kr,domain,transfer,USD,60,provider=openprovider
or.mu,domain,create,USD,98,provider=openprovider
or.mu,domain,renew,USD,98,provider=openprovider
or.mu,domain,transfer,USD,62,provider=openprovider
or.tz,domain,create,USD,73.59,provider=openprovider
or.tz,domain,renew,USD,91.99,provider=openprovider
or.tz,domain,transfer,USD,0,provider=openprovider
org,domain,create,USD,19.99,provider=openprovider
org,domain,renew,USD,20.9,provider=openprovider
org,domain,transfer,USD,19.99,provider=openprovider
org.af,domain,create,USD,66.8,provider=openprovider
org.af,domain,renew,USD,66.8,provider=openprovider
org.af,domain,transfer,USD,66.8,provider=openprovider
org.ag,domain,create,USD,100,provider=openprovider
org.ag,domain,renew,USD,100,provider=openprovider
org.ag,domain,transfer,USD,100,provider=openprovider
org.ai,domain,create,USD,109,provider=openprovider
org.ai,domain,renew,USD,134,provider=openprovider
org.ai,domain,transfer,USD,109,provider=openprovider
org.al,domain,create,USD,79,provider=openprovider
org.al,domain,renew,USD,75,provider=openprovider
org.al,domain,transfer,USD,75,provider=openprovider
org.au,domain,create,USD,14.91,provider=openprovider
org.au,domain,renew,USD,22.37,provider=openprovider
org.au,domain,transfer,USD,0,provider=openprovider
org.bh,domain,create,USD,330,provider=openprovider
org.bh,domain,renew,USD,330,provider=openprovider
org.bh,domain,transfer,USD,330,provider=openprovider
org.bi,domain,create,USD,95.67,provider=openprovider
org.bi,domain,renew,USD,127.56,provider=openprovider
org.bi,domain,transfer,USD,95.67,provider=openprovider
org.bj,domain,create,USD,53.97,provider=openprovider
org.bj,domain,renew,USD,53.97,provider=openprovider
org.bj,domain,transfer,USD,53.97,provider=openprovider
org.bo,domain,create,USD,136,provider=openprovider
org.bo,domain,renew,USD,220,provider=openprovider
org.bo,domain,transfer,USD,74,provider=openprovider
org.br,domain,create,USD,74.8,provider=openprovider
org.br,domain,renew,USD,74.8,provider=openprovider
org.br,domain,transfer,USD,0,provider=openprovider
org.bw,domain,create,USD,183.98,provider=openprovider
org.bw,domain,renew,USD,196.24,provider=openprovider
org.bw,domain,transfer,USD,0,provider=openprovider
org.cn,domain,create,USD,33.26,provider=openprovider
org.cn,domain,renew,USD,33.26,provider=openprovider
org.cn,domain,transfer,USD,33.26,provider=openprovider
org.es,domain,create,USD,4.84,provider=openprovider
org.es,domain,renew,USD,4.84,provider=openprovider
org.es,domain,transfer,USD,0,provider=openprovider
org.ge,domain,create,USD,147.18,provider=openprovider
org.ge,domain,renew,USD,147.18,provider=openprovider
org.ge,domain,transfer,USD,147.18,provider=openprovider
org.gg,domain,create,USD,305.4,provider=openprovider
org.gg,domain,renew,USD,202.37,provider=openprovider
org.gg,domain,transfer,USD,202.37,provider=openprovider
org.gh,domain,create,USD,1067.06,provider=openprovider
org.gh,domain,renew,USD,1067.06,provider=openprovider
org.gh,domain,transfer,USD,0,provider=openprovider
org.gi,domain,create,USD,179.07,provider=openprovider
org.gi,domain,renew,USD,174.16,provider=openprovider
org.gi,domain,transfer,USD,174.16,provider=openprovider
org.gl,domain,create,USD,91.88,provider=openprovider
org.gl,domain,renew,USD,91.88,provider=openprovider
org.gl,domain,transfer,USD,91.88,provider=openprovider
org.gr,domain,create,USD,14.09,provider=openprovider
org.gr,domain,renew,USD,15.32,provider=openprovider
org.gr,domain,transfer,USD,0,provider=openprovider
org.gt,domain,create,USD,100.57,provider=openprovider
org.gt,domain,renew,USD,100.57,provider=openprovider
org.gt,domain,transfer,USD,0,provider=openprovider
org.hk,domain,create,USD,53.55,provider=openprovider
org.hk,domain,renew,USD,53.55,provider=openprovider
org.hk,domain,transfer,USD,0,provider=openprovider
org.hn,domain,create,USD,122,provider=openprovider
org.hn,domain,renew,USD,122,provider=openprovider
org.hn,domain,transfer,USD,122,provider=openprovider
org.ht,domain,create,USD,57,provider=openprovider
org.ht,domain,renew,USD,57,provider=openprovider
org.ht,domain,transfer,USD,57,provider=openprovider
org.il,domain,create,USD,56,provider=openprovider
org.il,domain,renew,USD,56,provider=openprovider
org.il,domain,transfer,USD,130,provider=openprovider
org.im,domain,create,USD,54.37,provider=openprovider
org.im,domain,renew,USD,65.81,provider=openprovider
org.im,domain,transfer,USD,0,provider=openprovider
org.in,domain,create,USD,7.67,provider=openprovider
org.in,domain,renew,USD,10.96,provider=openprovider
org.in,domain,transfer,USD,7.67,provider=openprovider
org.je,domain,create,USD,233.04,provider=openprovider
org.je,domain,renew,USD,233.04,provider=openprovider
org.je,domain,transfer,USD,233.04,provider=openprovider
org.ki,domain,create,USD,255.18,provider=openprovider
org.ki,domain,renew,USD,255.18,provider=openprovider
org.ki,domain,transfer,USD,83.57,provider=openprovider
org.ky,domain,create,USD,97.83,provider=openprovider
org.ky,domain,renew,USD,97.83,provider=openprovider
org.ky,domain,transfer,USD,97.83,provider=openprovider
org.kz,domain,create,USD,120,provider=openprovider
org.kz,domain,renew,USD,120,provider=openprovider
org.kz,domain,transfer,USD,60,provider=openprovider
org.lc,domain,create,USD,29,provider=openprovider
org.lc,domain,renew,USD,29,provider=openprovider
org.lc,domain,transfer,USD,29,provider=openprovider
org.lk,domain,create,USD,47.7,provider=openprovider
org.lk,domain,renew,USD,47.7,provider=openprovider
org.lk,domain,transfer,USD,0,provider=openprovider
org.lv,domain,create,USD,28.15,provider=openprovider
org.lv,domain,renew,USD,28.15,provider=openprovider
org.lv,domain,transfer,USD,14.72,provider=openprovider
org.ma,domain,create,USD,116,provider=openprovider
org.ma,domain,renew,USD,180,provider=openprovider
org.ma,domain,transfer,USD,230,provider=openprovider
org.mg,domain,create,USD,244.69,provider=openprovider
org.mg,domain,renew,USD,244.69,provider=openprovider
org.mg,domain,transfer,USD,154.54,provider=openprovider
org.mk,domain,create,USD,51,provider=openprovider
org.mk,domain,renew,USD,51,provider=openprovider
org.mk,domain,transfer,USD,0,provider=openprovider
org.ms,domain,create,USD,129,provider=openprovider
org.ms,domain,renew,USD,129,provider=openprovider
org.ms,domain,transfer,USD,129,provider=openprovider
org.mt,domain,create,USD,61.31,provider=openprovider
org.mt,domain,renew,USD,25.74,provider=openprovider
org.mt,domain,transfer,USD,25.74,provider=openprovider
org.mu,domain,create,USD,109,provider=openprovider
org.mu,domain,renew,USD,109,provider=openprovider
org.mu,domain,transfer,USD,62,provider=openprovider
org.mx,domain,create,USD,15.98,provider=openprovider
org.mx,domain,renew,USD,37.98,provider=openprovider
org.mx,domain,transfer,USD,35.98,provider=openprovider
org.mz,domain,create,USD,355.69,provider=openprovider
org.mz,domain,renew,USD,294.36,provider=openprovider
org.mz,domain,transfer,USD,0,provider=openprovider
org.nf,domain,create,USD,91,provider=openprovider
org.nf,domain,renew,USD,130,provider=openprovider
org.nf,domain,transfer,USD,0,provider=openprovider
