product_sku,product_category,product_variant,currency,price_amount,product_features
com.bd,domain,renew,USD,85,provider=openprovider
com.bd,domain,transfer,USD,200,provider=openprovider
com.bh,domain,create,USD,330,provider=openprovider
com.bh,domain,renew,USD,330,provider=openprovider
com.bh,domain,transfer,USD,330,provider=openprovider
com.bi,domain,create,USD,127.56,provider=openprovider
com.bi,domain,renew,USD,127.56,provider=openprovider
com.bi,domain,transfer,USD,95.67,provider=openprovider
com.bj,domain,create,USD,62.55,provider=openprovider
com.bj,domain,renew,USD,62.55,provider=openprovider
com.bj,domain,transfer,USD,0,provider=openprovider
com.bo,domain,create,USD,199,provider=openprovider
com.bo,domain,renew,USD,199,provider=openprovider
com.bo,domain,transfer,USD,199,provider=openprovider
com.br,domain,create,USD,42.25,provider=openprovider
com.br,domain,renew,USD,42.25,provider=openprovider
com.br,domain,transfer,USD,0,provider=openprovider
com.bz,domain,create,USD,70,provider=openprovider
com.bz,domain,renew,USD,70,provider=openprovider
com.bz,domain,transfer,USD,70,provider=openprovider
com.ci,domain,create,USD,1348,provider=openprovider
com.ci,domain,renew,USD,1246,provider=openprovider
com.ci,domain,transfer,USD,150,provider=openprovider
com.cm,domain,create,USD,161.5,provider=openprovider
com.cm,domain,renew,USD,161.5,provider=openprovider
com.cm,domain,transfer,USD,0,provider=openprovider
com.cn,domain,create,USD,36,provider=openprovider
com.cn,domain,renew,USD,36,provider=openprovider
com.cn,domain,transfer,USD,36,provider=openprovider
com.co,domain,create,USD,19.8,provider=openprovider
com.co,domain,renew,USD,19.8,provider=openprovider
com.co,domain,transfer,USD,19.8,provider=openprovider
com.cv,domain,create,USD,343.42,provider=openprovider
com.cv,domain,renew,USD,343.42,provider=openprovider
com.cv,domain,transfer,USD,343.42,provider=openprovider
com.de,domain,create,USD,18.34,provider=openprovider
com.de,domain,renew,USD,18.34,provider=openprovider
com.de,domain,transfer,USD,18.34,provider=openprovider
com.ec,domain,create,USD,39.95,provider=openprovider
com.ec,domain,renew,USD,49.95,provider=openprovider
com.ec,domain,transfer,USD,49.95,provider=openprovider
com.ee,domain,create,USD,80.21,provider=openprovider
com.ee,domain,renew,USD,26.98,provider=openprovider
com.ee,domain,transfer,USD,0,provider=openprovider
com.eg,domain,create,USD,367.95,provider=openprovider
com.eg,domain,renew,USD,367.95,provider=openprovider
com.eg,domain,transfer,USD,367.95,provider=openprovider
com.es,domain,create,USD,2.44,provider=openprovider
com.es,domain,renew,USD,4.89,provider=openprovider
com.es,domain,transfer,USD,0,provider=openprovider
com.et,domain,create,USD,404.75,provider=openprovider
com.et,domain,renew,USD,404.75,provider=openprovider
com.et,domain,transfer,USD,404.75,provider=openprovider
com.ge,domain,create,USD,147.18,provider=openprovider
com.ge,domain,renew,USD,147.18,provider=openprovider
com.ge,domain,transfer,USD,147.18,provider=openprovider
com.gh,domain,create,USD,1067.06,provider=openprovider
com.gh,domain,renew,USD,1067.06,provider=openprovider
com.gh,domain,transfer,USD,0,provider=openprovider
com.gi,domain,create,USD,179.07,provider=openprovider
com.gi,domain,renew,USD,174.16,provider=openprovider
com.gi,domain,transfer,USD,174.16,provider=openprovider
com.gl,domain,create,USD,91.88,provider=openprovider
com.gl,domain,renew,USD,91.88,provider=openprovider
com.gl,domain,transfer,USD,91.88,provider=openprovider
com.gr,domain,create,USD,14.09,provider=openprovider
com.gr,domain,renew,USD,15.32,provider=openprovider
com.gr,domain,transfer,USD,0,provider=openprovider
com.gt,domain,create,USD,82,provider=openprovider
com.gt,domain,renew,USD,82,provider=openprovider
com.gt,domain,transfer,USD,0,provider=openprovider
com.gy,domain,create,USD,151,provider=openprovider
com.gy,domain,renew,USD,151,provider=openprovider
com.gy,domain,transfer,USD,151,provider=openprovider
com.hk,domain,create,USD,53.55,provider=openprovider
com.hk,domain,renew,USD,53.55,provider=openprovider
com.hk,domain,transfer,USD,0,provider=openprovider
com.hn,domain,create,USD,122,provider=openprovider
com.hn,domain,renew,USD,122,provider=openprovider
com.hn,domain,transfer,USD,87,provider=openprovider
com.ht,domain,create,USD,57,provider=openprovider
com.ht,domain,renew,USD,57,provider=openprovider
com.ht,domain,transfer,USD,57,provider=openprovider
com.im,domain,create,USD,42.92,provider=openprovider
com.im,domain,renew,USD,42.92,provider=openprovider
com.im,domain,transfer,USD,0,provider=openprovider
com.in,domain,create,USD,7.67,provider=openprovider
com.in,domain,renew,USD,10.96,provider=openprovider
com.in,domain,transfer,USD,7.67,provider=openprovider
com.ki,domain,create,USD,166.39,provider=openprovider
com.ki,domain,renew,USD,166.39,provider=openprovider
com.ki,domain,transfer,USD,89.54,provider=openprovider
com.kw,domain,create,USD,336.68,provider=openprovider
com.kw,domain,renew,USD,336.68,provider=openprovider
com.ky,domain,create,USD,97.83,provider=openprovider
com.ky,domain,renew,USD,97.83,provider=openprovider
com.ky,domain,transfer,USD,97.83,provider=openprovider
com.kz,domain,create,USD,120,provider=openprovider
com.kz,domain,renew,USD,120,provider=openprovider
com.kz,domain,transfer,USD,43,provider=openprovider
com.lc,domain,create,USD,29,provider=openprovider
com.lc,domain,renew,USD,29,provider=openprovider
com.lc,domain,transfer,USD,29,provider=openprovider
com.lk,domain,create,USD,47.7,provider=openprovider
com.lk,domain,renew,USD,47.7,provider=openprovider
com.lk,domain,transfer,USD,0,provider=openprovider
com.lv,domain,create,USD,28.15,provider=openprovider
com.lv,domain,renew,USD,28.15,provider=openprovider
com.lv,domain,transfer,USD,14.72,provider=openprovider
com.ly,domain,create,USD,141.05,provider=openprovider
com.ly,domain,renew,USD,141.05,provider=openprovider
com.ly,domain,transfer,USD,121,provider=openprovider
com.mg,domain,create,USD,154.54,provider=openprovider
com.mg,domain,renew,USD,154.54,provider=openprovider
com.mg,domain,transfer,USD,154.54,provider=openprovider
com.mk,domain,create,USD,51,provider=openprovider
com.mk,domain,renew,USD,51,provider=openprovider
com.mk,domain,transfer,USD,0,provider=openprovider
com.ms,domain,create,USD,129,provider=openprovider
com.ms,domain,renew,USD,129,provider=openprovider
com.ms,domain,transfer,USD,129,provider=openprovider
com.mt,domain,create,USD,79.72,provider=openprovider
com.mt,domain,renew,USD,61.31,provider=openprovider
com.mt,domain,transfer,USD,61.31,provider=openprovider
com.mu,domain,create,USD,109,provider=openprovider
com.mu,domain,renew,USD,109,provider=openprovider
com.mu,domain,transfer,USD,62,provider=openprovider
com.mw,domain,create,USD,208.51,provider=openprovider
com.mw,domain,renew,USD,208.51,provider=openprovider
com.mw,domain,transfer,USD,208.51,provider=openprovider
com.mx,domain,create,USD,15.98,provider=openprovider
com.mx,domain,renew,USD,37.98,provider=openprovider
com.mx,domain,transfer,USD,35.98,provider=openprovider
com.nf,domain,create,USD,123.5,provider=openprovider
com.nf,domain,renew,USD,123.5,provider=openprovider
com.nf,domain,transfer,USD,0,provider=openprovider
com.ng,domain,create,NGN,6000,provider=nira
com.ng,domain,create,USD,4.44,provider=nira
com.ng,domain,renew,NGN,6000,provider=nira
com.ng,domain,renew,USD,4.44,provider=nira
com.ng,domain,transfer,NGN,6000,provider=nira
com.ng,domain,transfer,USD,4.44,provider=nira
com.om,domain,create,USD,225.68,provider=openprovider
com.om,domain,renew,USD,181.52,provider=openprovider
com.om,domain,transfer,USD,181.52,provider=openprovider
com.pa,domain,create,USD,150,provider=openprovider
com.pa,domain,renew,USD,150,provider=openprovider
com.pa,domain,transfer,USD,150,provider=openprovider
com.pe,domain,create,USD,110,provider=openprovider
com.pe,domain,renew,USD,110,provider=openprovider
com.pe,domain,transfer,USD,110,provider=openprovider
com.ph,domain,create,USD,99.98,provider=openprovider
com.ph,domain,renew,USD,99.98,provider=openprovider
com.ph,domain,transfer,USD,29.98,provider=openprovider
com.pk,domain,create,USD,85.5,provider=openprovider
com.pk,domain,renew,USD,85.5,provider=openprovider
com.pk,domain,transfer,USD,85.5,provider=openprovider
com.pl,domain,create,USD,34.08,provider=openprovider
com.pl,domain,renew,USD,42.6,provider=openprovider
com.pl,domain,transfer,USD,0,provider=openprovider
com.ps,domain,create,USD,70,provider=openprovider
com.ps,domain,renew,USD,70,provider=openprovider
com.ps,domain,transfer,USD,65,provider=openprovider
com.pt,domain,create,USD,15.92,provider=openprovider
com.pt,domain,renew,USD,50.26,provider=openprovider
com.pt,domain,transfer,USD,0,provider=openprovider
com.py,domain,create,USD,180,provider=openprovider
com.py,domain,renew,USD,180,provider=openprovider
com.py,domain,transfer,USD,180,provider=openprovider
com.ro,domain,create,USD,18.37,provider=openprovider
com.ro,domain,renew,USD,18.37,provider=openprovider
com.ro,domain,transfer,USD,18.37,provider=openprovider
com.sb,domain,create,USD,119.04,provider=openprovider
com.sb,domain,renew,USD,119.04,provider=openprovider
com.sb,domain,transfer,USD,119.04,provider=openprovider
com.sc,domain,create,USD,85,provider=openprovider
com.sc,domain,renew,USD,160,provider=openprovider
com.sc,domain,transfer,USD,160,provider=openprovider
com.se,domain,create,USD,26.92,provider=openprovider
com.se,domain,renew,USD,26.92,provider=openprovider
com.se,domain,transfer,USD,26.92,provider=openprovider
com.sg,domain,create,USD,80,provider=openprovider
com.sg,domain,renew,USD,80,provider=openprovider
com.sg,domain,transfer,USD,80,provider=openprovider
com.so,domain,create,USD,80,provider=openprovider
com.so,domain,renew,USD,80,provider=openprovider
com.so,domain,transfer,USD,0,provider=openprovider
com.ss,domain,create,USD,183.98,provider=openprovider
com.ss,domain,renew,USD,183.98,provider=openprovider
com.ss,domain,transfer,USD,176.62,provider=openprovider
com.tl,domain,create,USD,110.39,provider=openprovider
com.tl,domain,renew,USD,110.39,provider=openprovider
com.tl,domain,transfer,USD,73.59,provider=openprovider
com.tn,domain,create,USD,228.13,provider=openprovider
com.tn,domain,renew,USD,228.13,provider=openprovider
com.tn,domain,transfer,USD,228.13,provider=openprovider
com.tw,domain,create,USD,63.99,provider=openprovider
com.tw,domain,renew,USD,63.99,provider=openprovider
com.tw,domain,transfer,USD,63.99,provider=openprovider
com.ua,domain,create,USD,24.47,provider=openprovider
com.ua,domain,renew,USD,42.3,provider=openprovider
com.ua,domain,transfer,USD,42.3,provider=openprovider
com.ug,domain,create,USD,152.09,provider=openprovider
com.ug,domain,renew,USD,152.09,provider=openprovider
com.ug,domain,transfer,USD,0,provider=openprovider
com.uy,domain,create,USD,180,provider=openprovider
com.uy,domain,renew,USD,180,provider=openprovider
com.uy,domain,transfer,USD,180,provider=openprovider
com.vc,domain,create,USD,51,provider=openprovider
com.vc,domain,renew,USD,51,provider=openprovider
com.vc,domain,transfer,USD,51,provider=openprovider
com.ve,domain,create,USD,98,provider=openprovider
com.ve,domain,renew,USD,98,provider=openprovider
com.ve,domain,transfer,USD,49,provider=openprovider
com.vn,domain,create,USD,145,provider=openprovider
com.vn,domain,renew,USD,145,provider=openprovider
com.vn,domain,transfer,USD,0,provider=openprovider
com.vu,domain,create,USD,194,provider=openprovider
com.vu,domain,renew,USD,97,provider=openprovider
com.vu,domain,transfer,USD,97,provider=openprovider
community,domain,create,USD,49.98,provider=openprovider
community,domain,renew,USD,49.98,provider=openprovider
community,domain,transfer,USD,49.98,provider=openprovider
como.it,domain,create,USD,19.56,provider=openprovider
como.it,domain,renew,USD,19.56,provider=openprovider
como.it,domain,transfer,USD,19.56,provider=openprovider
company,domain,create,USD,24.5,provider=openprovider
company,domain,renew,USD,24.5,provider=openprovider
company,domain,transfer,USD,24.5,provider=openprovider
compare,domain,create,USD,35.98,provider=openprovider
compare,domain,renew,USD,35.98,provider=openprovider
compare,domain,transfer,USD,35.98,provider=openprovider
computer,domain,create,USD,48,provider=openprovider
computer,domain,renew,USD,48,provider=openprovider
computer,domain,transfer,USD,48,provider=openprovider
condos,domain,create,USD,57,provider=openprovider
condos,domain,renew,USD,57,provider=openprovider
condos,domain,transfer,USD,57,provider=openprovider
conf.lv,domain,create,USD,28.15,provider=openprovider
conf.lv,domain,renew,USD,28.15,provider=openprovider
conf.lv,domain,transfer,USD,14.72,provider=openprovider
construction,domain,create,USD,48,provider=openprovider
construction,domain,renew,USD,48,provider=openprovider
construction,domain,transfer,USD,48,provider=openprovider
consulting,domain,create,USD,56.9,provider=openprovider
consulting,domain,renew,USD,56.9,provider=openprovider
consulting,domain,transfer,USD,56.9,provider=openprovider
contact,domain,create,USD,27,provider=openprovider
contact,domain,renew,USD,19,provider=openprovider
contact,domain,transfer,USD,27,provider=openprovider
contractors,domain,create,USD,39,provider=openprovider
contractors,domain,renew,USD,39,provider=openprovider
contractors,domain,transfer,USD,39,provider=openprovider
cooking,domain,create,USD,35.98,provider=openprovider
cooking,domain,renew,USD,35.98,provider=openprovider
cooking,domain,transfer,USD,35.98,provider=openprovider
cool,domain,create,USD,55,provider=openprovider
cool,domain,renew,USD,55,provider=openprovider
cool,domain,transfer,USD,55,provider=openprovider
coop,domain,create,USD,180,provider=openprovider
coop,domain,renew,USD,180,provider=openprovider
coop,domain,transfer,USD,180,provider=openprovider
coop.in,domain,create,USD,7.67,provider=openprovider
coop.in,domain,renew,USD,10.96,provider=openprovider
coop.in,domain,transfer,USD,7.67,provider=openprovider
corsica,domain,create,USD,61.33,provider=openprovider
corsica,domain,renew,USD,61.33,provider=openprovider
corsica,domain,transfer,USD,61.33,provider=openprovider
cosenza.it,domain,create,USD,19.56,provider=openprovider
cosenza.it,domain,renew,USD,19.56,provider=openprovider
cosenza.it,domain,transfer,USD,19.56,provider=openprovider
country,domain,create,USD,2200,provider=openprovider
country,domain,renew,USD,2600,provider=openprovider
country,domain,transfer,USD,2200,provider=openprovider
coupons,domain,create,USD,55,provider=openprovider
coupons,domain,renew,USD,55,provider=openprovider
coupons,domain,transfer,USD,55,provider=openprovider
courses,domain,create,USD,39.98,provider=openprovider
courses,domain,renew,USD,49.98,provider=openprovider
courses,domain,transfer,USD,39.98,provider=openprovider
cpa.pro,domain,create,USD,222,provider=openprovider
cpa.pro,domain,renew,USD,222,provider=openprovider
cpa.pro,domain,transfer,USD,226,provider=openprovider
cq.cn,domain,create,USD,33.26,provider=openprovider
cq.cn,domain,renew,USD,33.26,provider=openprovider
cq.cn,domain,transfer,USD,33.26,provider=openprovider
cr.it,domain,create,USD,19.56,provider=openprovider
cr.it,domain,renew,USD,19.56,provider=openprovider
cr.it,domain,transfer,USD,19.56,provider=openprovider
credit,domain,create,USD,105,provider=openprovider
credit,domain,renew,USD,105,provider=openprovider
credit,domain,transfer,USD,105,provider=openprovider
creditcard,domain,create,USD,135.5,provider=openprovider
creditcard,domain,renew,USD,199,provider=openprovider
creditcard,domain,transfer,USD,135.5,provider=openprovider
creditunion,domain,create,USD,200.36,provider=openprovider
creditunion,domain,renew,USD,200.36,provider=openprovider
creditunion,domain,transfer,USD,126,provider=openprovider
cremona.it,domain,create,USD,19.56,provider=openprovider
cremona.it,domain,renew,USD,19.56,provider=openprovider
cremona.it,domain,transfer,USD,19.56,provider=openprovider
cricket,domain,create,USD,38,provider=openprovider
cricket,domain,renew,USD,40,provider=openprovider
cricket,domain,transfer,USD,38,provider=openprovider
crotone.it,domain,create,USD,19.56,provider=openprovider
crotone.it,domain,renew,USD,19.56,provider=openprovider
crotone.it,domain,transfer,USD,19.56,provider=openprovider
cruises,domain,create,USD,57,provider=openprovider
cruises,domain,renew,USD,57,provider=openprovider
cruises,domain,transfer,USD,57,provider=openprovider
cs.in,domain,create,USD,7.67,provider=openprovider
cs.in,domain,renew,USD,10.96,provider=openprovider
cs.in,domain,transfer,USD,7.67,provider=openprovider
cs.it,domain,create,USD,19.56,provider=openprovider
cs.it,domain,renew,USD,19.56,provider=openprovider
cs.it,domain,transfer,USD,19.56,provider=openprovider
ct.it,domain,create,USD,19.56,provider=openprovider
ct.it,domain,renew,USD,19.56,provider=openprovider
ct.it,domain,transfer,USD,19.56,provider=openprovider
cue.ec,domain,create,USD,39.95,provider=openprovider
cue.ec,domain,renew,USD,39.95,provider=openprovider
cue.ec,domain,transfer,USD,39.95,provider=openprovider
cuneo.it,domain,create,USD,19.56,provider=openprovider
cuneo.it,domain,renew,USD,19.56,provider=openprovider
cuneo.it,domain,transfer,USD,19.56,provider=openprovider
cv,domain,create,USD,343.42,provider=openprovider
cv,domain,renew,USD,343.42,provider=openprovider
cv,domain,transfer,USD,343.42,provider=openprovider
cx,domain,create,USD,38,provider=openprovider
cx,domain,renew,USD,42,provider=openprovider
cx,domain,transfer,USD,38,provider=openprovider
cymru,domain,create,USD,27.18,provider=openprovider
cymru,domain,renew,USD,27.18,provider=openprovider
cymru,domain,transfer,USD,27.18,provider=openprovider
cyou,domain,create,USD,25.98,provider=openprovider
cyou,domain,renew,USD,25.98,provider=openprovider
cyou,domain,transfer,USD,25.98,provider=openprovider
cz,domain,create,USD,11.76,provider=openprovider
cz,domain,renew,USD,11.76,provider=openprovider
cz,domain,transfer,USD,0,provider=openprovider
cz.it,domain,create,USD,19.56,provider=openprovider
cz.it,domain,renew,USD,19.56,provider=openprovider
cz.it,domain,transfer,USD,19.56,provider=openprovider
czeladz.pl,domain,create,USD,14.2,provider=openprovider
czeladz.pl,domain,renew,USD,34.08,provider=openprovider
czeladz.pl,domain,transfer,USD,0,provider=openprovider
czest.pl,domain,create,USD,14.2,provider=openprovider
czest.pl,domain,renew,USD,34.08,provider=openprovider
czest.pl,domain,transfer,USD,0,provider=openprovider
dad,domain,create,USD,12,provider=openprovider
dad,domain,renew,USD,17,provider=openprovider
dad,domain,transfer,USD,12,provider=openprovider
dance,domain,create,USD,32,provider=openprovider
dance,domain,renew,USD,32,provider=openprovider
dance,domain,transfer,USD,32,provider=openprovider
date,domain,create,USD,33,provider=openprovider
date,domain,renew,USD,33,provider=openprovider
date,domain,transfer,USD,33,provider=openprovider
dating,domain,create,USD,65,provider=openprovider
dating,domain,renew,USD,65,provider=openprovider
dating,domain,transfer,USD,65,provider=openprovider
day,domain,create,USD,14.98,provider=openprovider
day,domain,renew,USD,14.98,provider=openprovider
day,domain,transfer,USD,14.98,provider=openprovider
de,domain,create,USD,5.7,provider=openprovider
de,domain,renew,USD,5.7,provider=openprovider
de,domain,transfer,USD,5.7,provider=openprovider
de.com,domain,create,USD,34.28,provider=openprovider
de.com,domain,renew,USD,34.28,provider=openprovider
de.com,domain,transfer,USD,34.28,provider=openprovider
de.pr,domain,create,USD,294,provider=openprovider
de.pr,domain,renew,USD,294,provider=openprovider
de.pr,domain,transfer,USD,294,provider=openprovider
dealer,domain,create,USD,2400,provider=openprovider
dealer,domain,renew,USD,4000,provider=openprovider
dealer,domain,transfer,USD,2400,provider=openprovider
deals,domain,create,USD,48,provider=openprovider
deals,domain,renew,USD,48,provider=openprovider
deals,domain,transfer,USD,48,provider=openprovider
degree,domain,create,USD,54.9,provider=openprovider
degree,domain,renew,USD,54.9,provider=openprovider
degree,domain,transfer,USD,54.9,provider=openprovider
delhi.in,domain,create,USD,7.67,provider=openprovider
delhi.in,domain,renew,USD,10.96,provider=openprovider
delhi.in,domain,transfer,USD,7.67,provider=openprovider
delivery,domain,create,USD,68,provider=openprovider
delivery,domain,renew,USD,68,provider=openprovider
delivery,domain,transfer,USD,68,provider=openprovider
dell-ogliastra.it,domain,create,USD,19.56,provider=openprovider
dell-ogliastra.it,domain,renew,USD,19.56,provider=openprovider
dell-ogliastra.it,domain,transfer,USD,19.56,provider=openprovider
dellogliastra.it,domain,create,USD,19.56,provider=openprovider
dellogliastra.it,domain,renew,USD,19.56,provider=openprovider
dellogliastra.it,domain,transfer,USD,19.56,provider=openprovider
democrat,domain,create,USD,48,provider=openprovider
democrat,domain,renew,USD,48,provider=openprovider
democrat,domain,transfer,USD,48,provider=openprovider
dental,domain,create,USD,75,provider=openprovider
dental,domain,renew,USD,75,provider=openprovider
dental,domain,transfer,USD,75,provider=openprovider
dentist,domain,create,USD,60,provider=openprovider
dentist,domain,renew,USD,60,provider=openprovider
dentist,domain,transfer,USD,60,provider=openprovider
desi,domain,create,USD,24.36,provider=openprovider
desi,domain,renew,USD,24.36,provider=openprovider
desi,domain,transfer,USD,24.36,provider=openprovider
design,domain,create,USD,50.98,provider=openprovider
design,domain,renew,USD,69.98,provider=openprovider
design,domain,transfer,USD,50.98,provider=openprovider
dev,domain,create,USD,23.98,provider=openprovider
dev,domain,renew,USD,23.98,provider=openprovider
dev,domain,transfer,USD,23.98,provider=openprovider
diamonds,domain,create,USD,55,provider=openprovider
diamonds,domain,renew,USD,55,provider=openprovider
diamonds,domain,transfer,USD,55,provider=openprovider
diet,domain,create,USD,200.36,provider=openprovider
diet,domain,renew,USD,200.36,provider=openprovider
diet,domain,transfer,USD,200.36,provider=openprovider
digital,domain,create,USD,47,provider=openprovider
digital,domain,renew,USD,47,provider=openprovider
digital,domain,transfer,USD,47,provider=openprovider
direct,domain,create,USD,50,provider=openprovider
direct,domain,renew,USD,50,provider=openprovider
direct,domain,transfer,USD,50,provider=openprovider
directory,domain,create,USD,27.99,provider=openprovider
directory,domain,renew,USD,27.99,provider=openprovider
directory,domain,transfer,USD,27.99,provider=openprovider
disco.ec,domain,create,USD,39.95,provider=openprovider
disco.ec,domain,renew,USD,39.95,provider=openprovider
disco.ec,domain,transfer,USD,39.95,provider=openprovider
discount,domain,create,USD,39,provider=openprovider
discount,domain,renew,USD,39,provider=openprovider
discount,domain,transfer,USD,39,provider=openprovider
diy,domain,create,USD,45,provider=openprovider
diy,domain,renew,USD,45,provider=openprovider
diy,domain,transfer,USD,45,provider=openprovider
dj,domain,create,USD,122.65,provider=openprovider
dj,domain,renew,USD,122.65,provider=openprovider
dj,domain,transfer,USD,122.65,provider=openprovider
dk,domain,create,USD,10.99,provider=openprovider
dk,domain,renew,USD,10.99,provider=openprovider
dk,domain,transfer,USD,0,provider=openprovider
dlugoleka.pl,domain,create,USD,14.2,provider=openprovider
dlugoleka.pl,domain,renew,USD,34.08,provider=openprovider
dlugoleka.pl,domain,transfer,USD,0,provider=openprovider
doc.ec,domain,create,USD,39.95,provider=openprovider
doc.ec,domain,renew,USD,39.95,provider=openprovider
doc.ec,domain,transfer,USD,39.95,provider=openprovider
doctor,domain,create,USD,119,provider=openprovider
doctor,domain,renew,USD,119,provider=openprovider
doctor,domain,transfer,USD,119,provider=openprovider
dog,domain,create,USD,65,provider=openprovider
dog,domain,renew,USD,65,provider=openprovider
dog,domain,transfer,USD,65,provider=openprovider
domains,domain,create,USD,47,provider=openprovider
domains,domain,renew,USD,47,provider=openprovider
domains,domain,transfer,USD,47,provider=openprovider
download,domain,create,USD,33,provider=openprovider
download,domain,renew,USD,33,provider=openprovider
download,domain,transfer,USD,33,provider=openprovider
dr.in,domain,create,USD,7.67,provider=openprovider
dr.in,domain,renew,USD,10.96,provider=openprovider
dr.in,domain,transfer,USD,7.67,provider=openprovider
durban,domain,create,USD,21.42,provider=openprovider
durban,domain,renew,USD,21.42,provider=openprovider
durban,domain,transfer,USD,21.42,provider=openprovider
earth,domain,create,USD,30.36,provider=openprovider
earth,domain,renew,USD,30.36,provider=openprovider
earth,domain,transfer,USD,30.36,provider=openprovider
ebiz.tw,domain,create,USD,63.99,provider=openprovider
ebiz.tw,domain,renew,USD,63.99,provider=openprovider
ebiz.tw,domain,transfer,USD,63.99,provider=openprovider
ec,domain,create,USD,39.95,provider=openprovider
ec,domain,renew,USD,49.95,provider=openprovider
ec,domain,transfer,USD,49.95,provider=openprovider
eco,domain,create,USD,113.5,provider=openprovider
eco,domain,renew,USD,113.5,provider=openprovider
eco,domain,transfer,USD,100.36,provider=openprovider
eco.bj,domain,create,USD,40.47,provider=openprovider
eco.bj,domain,renew,USD,40.47,provider=openprovider
eco.bj,domain,transfer,USD,53.97,provider=openprovider
edu.bh,domain,create,USD,330,provider=openprovider
edu.bh,domain,renew,USD,330,provider=openprovider
edu.bh,domain,transfer,USD,330,provider=openprovider
edu.bi,domain,create,USD,127.56,provider=openprovider
edu.bi,domain,renew,USD,127.56,provider=openprovider
edu.bi,domain,transfer,USD,95.67,provider=openprovider
edu.es,domain,create,USD,25.36,provider=openprovider
edu.es,domain,renew,USD,25.36,provider=openprovider
edu.es,domain,transfer,USD,0,provider=openprovider
edu.gh,domain,create,USD,1067.06,provider=openprovider
edu.gh,domain,renew,USD,1067.06,provider=openprovider
edu.gh,domain,transfer,USD,0,provider=openprovider
edu.gl,domain,create,USD,88.59,provider=openprovider
edu.gl,domain,renew,USD,91.88,provider=openprovider
edu.gl,domain,transfer,USD,91.88,provider=openprovider
edu.gr,domain,create,USD,14.09,provider=openprovider
edu.gr,domain,renew,USD,15.32,provider=openprovider
edu.gr,domain,transfer,USD,0,provider=openprovider
edu.hn,domain,create,USD,116.52,provider=openprovider
edu.hn,domain,renew,USD,169.26,provider=openprovider
edu.hn,domain,transfer,USD,116.52,provider=openprovider
edu.lk,domain,create,USD,47.7,provider=openprovider
edu.lk,domain,renew,USD,47.7,provider=openprovider
edu.lk,domain,transfer,USD,0,provider=openprovider
edu.lv,domain,create,USD,28.15,provider=openprovider
edu.lv,domain,renew,USD,28.15,provider=openprovider
edu.lv,domain,transfer,USD,14.72,provider=openprovider
edu.mk,domain,create,USD,51,provider=openprovider
edu.mk,domain,renew,USD,51,provider=openprovider
edu.mk,domain,transfer,USD,0,provider=openprovider
edu.mu,domain,create,USD,109,provider=openprovider
edu.mu,domain,renew,USD,109,provider=openprovider
edu.mu,domain,transfer,USD,62,provider=openprovider
edu.mx,domain,create,USD,11.8,provider=openprovider
edu.mx,domain,renew,USD,35.99,provider=openprovider
edu.mx,domain,transfer,USD,70,provider=openprovider
edu.ng,domain,create,NGN,6000,provider=nira
edu.ng,domain,create,USD,4.44,provider=nira
edu.ng,domain,renew,NGN,6000,provider=nira
edu.ng,domain,renew,USD,4.44,provider=nira
edu.ng,domain,transfer,NGN,6000,provider=nira
edu.ng,domain,transfer,USD,0,provider=openprovider
edu.pl,domain,create,USD,34.08,provider=openprovider
edu.pl,domain,renew,USD,42.6,provider=openprovider
edu.pl,domain,transfer,USD,0,provider=openprovider
edu.vn,domain,create,USD,145,provider=openprovider
edu.vn,domain,renew,USD,145,provider=openprovider
edu.vn,domain,transfer,USD,0,provider=openprovider
edu.vu,domain,create,USD,142,provider=openprovider
edu.vu,domain,renew,USD,120,provider=openprovider
edu.vu,domain,transfer,USD,135,provider=openprovider
education,domain,create,USD,40,provider=openprovider
education,domain,renew,USD,40,provider=openprovider
education,domain,transfer,USD,40,provider=openprovider
elblag.pl,domain,create,USD,14.2,provider=openprovider
elblag.pl,domain,renew,USD,34.08,provider=openprovider
elblag.pl,domain,transfer,USD,0,provider=openprovider
elk.pl,domain,create,USD,14.2,provider=openprovider
elk.pl,domain,renew,USD,34.08,provider=openprovider
elk.pl,domain,transfer,USD,0,provider=openprovider
email,domain,create,USD,35,provider=openprovider
email,domain,renew,USD,35,provider=openprovider
email,domain,transfer,USD,35,provider=openprovider
emilia-romagna.it,domain,create,USD,19.56,provider=openprovider
emilia-romagna.it,domain,renew,USD,19.56,provider=openprovider
emilia-romagna.it,domain,transfer,USD,19.56,provider=openprovider
emiliaromagna.it,domain,create,USD,19.56,provider=openprovider
emiliaromagna.it,domain,renew,USD,19.56,provider=openprovider
emiliaromagna.it,domain,transfer,USD,19.56,provider=openprovider
emp.br,domain,create,USD,68.74,provider=openprovider
emp.br,domain,renew,USD,68.74,provider=openprovider
emp.br,domain,transfer,USD,0,provider=openprovider
emr.it,domain,create,USD,19.56,provider=openprovider
emr.it,domain,renew,USD,19.56,provider=openprovider
emr.it,domain,transfer,USD,19.56,provider=openprovider
en.it,domain,create,USD,19.56,provider=openprovider
en.it,domain,renew,USD,19.56,provider=openprovider
en.it,domain,transfer,USD,19.56,provider=openprovider
energy,domain,create,USD,119,provider=openprovider
energy,domain,renew,USD,119,provider=openprovider
energy,domain,transfer,USD,119,provider=openprovider
eng.pro,domain,create,USD,270.36,provider=openprovider
